id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount,status
16,cb7e693c8ea175c412d0aeb5e9f68ba1,2024-10-02T00:00:00,1,Ростов,1714,Евгения,Павлова,5,Яблоко молодильное,1,400,shipped
17,1e82153352b9638f9c0dfddf2fb1bcf7,2024-10-02T00:00:00,2,Ярославль,4004,Сергей,Иванов,6,Яблоко,1,140,shipped
18,ae7bf1bffd774b4089a2441157815b92,2024-10-02T00:00:00,1,Ростов,5617,Оксана,Егорова,4,Сахар песок,3,150,shipped
19,e0e7597fe03842dee59e7ca4e688c4f6,2024-10-02T00:00:00,2,Ярославль,7813,Анна,Козлова,11,Хлеб ржаной,5,100,refunded
20,3af9b3d026e56bad0a979e31a8cabcc5,2024-10-02T00:00:00,2,Ярославль,5601,Александр,Васильев,11,Хлеб ржаной,3,60,shipped
21,db5771a136f4c62a666b361ee556724b,2024-10-02T00:00:00,0,Москва,9307,Эдуард,Смирнов,4,Сахар песок,1,50,shipped
22,2680aec06871c13172bb04d823c86fe1,2024-10-02T00:00:00,2,Ярославль,9717,Надежда,Павлова,6,Яблоко,2,280,shipped
23,bd06d45cf196167163c79f8cbac6a778,2024-10-02T00:00:00,1,Ростов,710,Александра,Павлова,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
24,64e02a1d768acea0667e1fa1a71ab7a4,2024-10-02T00:00:00,2,Ярославль,7007,Константин,Иванов,2,Молоко 5%,5,750,shipped
25,26d68024e0c5c3e632156027753189ed,2024-10-02T00:00:00,2,Ярославль,9104,Эдуард,Петров,8,Лампочка LED,1,300,shipped
26,144abfabc7e06061f6c9201a55725761,2024-10-02T00:00:00,2,Ярославль,3814,Светлана,Козлова,2,Молоко 5%,5,750,shipped
27,f51669cbf78f0b2e21ee81a3127a3a17,2024-10-02T00:00:00,2,Ярославль,2407,Петр,Кузнецов,9,Ручка шариковая,5,225,shipped
28,c04bcc738dc32b2a1e9ce8436e5342dd,2024-10-02T00:00:00,2,Ярославль,8405,Геннадий,Кузнецов,4,Сахар песок,3,150,shipped
29,83f948fa223ce3d70cda333dff2f60d2,2024-10-02T00:00:00,1,Ростов,207,Иван,Сидоров,0,Молоко 1%,4,400,shipped
30,8a4bdd81a31b4bf5c799920a15d0a446,2024-10-02T00:00:00,0,Москва,6905,Алексей,Новиков,0,Молоко 1%,1,100,shipped
31,e503ed600935ab5a1883171870fb9103,2024-10-02T00:00:00,0,Москва,4,Иван,Иванов,7,Средство для мытья посуды,4,800,shipped
32,ddd93d7de293415169efee9dd675db31,2024-10-02T00:00:00,2,Ярославль,6809,Алексей,Михайлов,7,Средство для мытья посуды,1,200,shipped
33,bdbd5d2dd95eec633fa97257dbeb439d,2024-10-02T00:00:00,2,Ярославль,1015,Евгения,Великая,6,Яблоко,1,140,shipped
34,e4d28ddc4b24e74f5528dbb88b4d1ab8,2024-10-02T00:00:00,0,Москва,3411,Светлана,Алексеева,3,Устройство для нагревания табака Трубка Мира,3,1500,shipped
35,23fbc746a199517b21d7804a59248f94,2024-10-02T00:00:00,0,Москва,7211,Анна,Морозова,2,Молоко 5%,2,300,shipped
36,602576355434bd4cc1e3343ad2bb9b44,2024-10-02T00:00:00,1,Ростов,1215,Евгения,Морозова,11,Хлеб ржаной,1,20,shipped
37,cdbcf1041b452d6463105adabfe4c4e3,2024-10-02T00:00:00,2,Ярославль,8108,Геннадий,Петров,2,Молоко 5%,4,600,refunded
38,60f8289ba5859125a19aeede3e97d63b,2024-10-02T00:00:00,2,Ярославль,2219,Ольга,Морозова,6,Яблоко,1,140,shipped
39,6ec1f5254c72836d8517bc80dfac569a,2024-10-02T00:00:00,2,Ярославль,2703,Петр,Соколов,5,Яблоко молодильное,1,400,shipped
40,fdfe4782c610e4b148c8957592def1f0,2024-10-02T00:00:00,0,Москва,7105,Константин,Петров,5,Яблоко молодильное,1,400,shipped
41,3d5d8301930459140caec8c898eda765,2024-10-02T00:00:00,2,Ярославль,3204,Олег,Сидоров,7,Средство для мытья посуды,5,1000,shipped
42,bb52e8d426a1cc5860ba1adba662559a,2024-10-02T00:00:00,0,Москва,5206,Александр,Сидоров,0,Молоко 1%,5,500,shipped
43,57fd2423351fe4159b28e44a39dc333e,2024-10-02T00:00:00,2,Ярославль,9705,Эдуард,Соколов,3,Устройство для нагревания табака Трубка Мира,5,2500,shipped
44,1808d6b99604dc7b0d4052ef5fd48f2b,2024-10-02T00:00:00,2,Ярославль,3915,Светлана,Орлова,9,Ручка шариковая,4,180,shipped
45,0c828903be755d9042235975d422dfa8,2024-10-02T00:00:00,2,Ярославль,4618,Екатерина,Егорова,7,Средство для мытья посуды,1,200,shipped
46,ddca8f043e8df5b7798385bf8a6a7490,2024-10-02T00:00:00,0,Москва,1803,Евгений,Михайлов,0,Молоко 1%,3,300,refunded
47,f4983f7f271dbe6ca3cc83064e2ba100,2024-10-02T00:00:00,1,Ростов,4616,Екатерина,Егорова,0,Молоко 1%,3,300,shipped
48,eb682e60bdc241c970603b61f6c72df6,2024-10-02T00:00:00,2,Ярославль,5016,Оксана,Великая,1,Молоко 3%,5,600,shipped
49,c93181976182a2a48ec2b8dbff3ca94f,2024-10-02T00:00:00,1,Ростов,1309,Евгений,Смирнов,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
50,80ce933276c6c24b55e3cc4227baa8ca,2024-10-02T00:00:00,1,Ростов,4619,Екатерина,Егорова,7,Средство для мытья посуды,2,400,refunded
51,d404ae99308c34df0c5e6fbd4ad75b5f,2024-10-02T00:00:00,2,Ярославль,1910,Евгения,Орлова,3,Устройство для нагревания табака Трубка Мира,3,1500,refunded
52,a952daeafa9c9394fbce6c9ee6adf26a,2024-10-02T00:00:00,0,Москва,1519,Евгения,Лебедева,1,Молоко 3%,3,360,shipped
53,acb3806f3355a5c8247cc62e6a831591,2024-10-02T00:00:00,0,Москва,3708,Олег,Соколов,4,Сахар песок,2,100,shipped
54,81d6a1aca60b2693eab53e838ad791b6,2024-10-02T00:00:00,1,Ростов,314,Александра,Волкова,0,Молоко 1%,1,100,shipped
55,28a65f91f7eeb548b55377710b4d07e2,2024-10-02T00:00:00,2,Ярославль,5911,Оксана,Орлова,7,Средство для мытья посуды,1,200,shipped
56,5cbba7828ae79feb1a886631a4ae5f18,2024-10-02T00:00:00,1,Ростов,3504,Олег,Попов,5,Яблоко молодильное,1,400,shipped
57,ed6b09be06ca66dce1adacbcb0dab310,2024-10-02T00:00:00,2,Ярославль,1405,Евгений,Кузнецов,7,Средство для мытья посуды,4,800,shipped
58,f55bbf1acc62a5c3e8ec0c03d410d76c,2024-10-02T00:00:00,0,Москва,2715,Ольга,Павлова,0,Молоко 1%,3,300,shipped
59,13992b229375a51100f6e90d1666530d,2024-10-02T00:00:00,2,Ярославль,3416,Светлана,Алексеева,5,Яблоко молодильное,4,1600,refunded
60,f9a86d26a04533506f0da25762fc05c1,2024-10-02T00:00:00,1,Ростов,3516,Светлана,Лебедева,7,Средство для мытья посуды,3,600,shipped
61,a4adb3d6ccb7d3b77e1a45637683098b,2024-10-02T00:00:00,2,Ярославль,4309,Сергей,Смирнов,6,Яблоко,5,700,shipped
62,0d48c2f104e47703082982cf1bc264fe,2024-10-02T00:00:00,0,Москва,4106,Сергей,Петров,11,Хлеб ржаной,4,80,shipped
63,0e632931cb8915e8d8a458b944bfd58a,2024-10-02T00:00:00,1,Ростов,2215,Ольга,Морозова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
64,d92da3bfaff8ac6a418e6deb5c17718c,2024-10-02T00:00:00,1,Ростов,4503,Сергей,Попов,6,Яблоко,4,560,shipped
65,8eba04b75f07010275af5f913dc6535e,2024-10-02T00:00:00,2,Ярославль,6401,Алексей,Кузнецов,2,Молоко 5%,4,600,shipped
66,b3935edd85ae793a7bd0e0581e63d2ff,2024-10-02T00:00:00,0,Москва,8716,Снежанна,Павлова,0,Молоко 1%,3,300,shipped
67,8a42464c6e553ce166acf5c5694c4f9f,2024-10-02T00:00:00,0,Москва,1803,Евгений,Михайлов,1,Молоко 3%,5,600,shipped
68,8aeb4026494477347d20e9500667056d,2024-10-02T00:00:00,0,Москва,9604,Эдуард,Васильев,1,Молоко 3%,5,600,shipped
69,7b4bec975f21879991065800d6e74100,2024-10-02T00:00:00,0,Москва,3204,Олег,Сидоров,4,Сахар песок,1,50,refunded
70,413f0d5326080bb6ac200b614e1c7635,2024-10-02T00:00:00,2,Ярославль,9613,Надежда,Егорова,10,Томаты,1,50,shipped
71,6d204bac42fcdfe84b9b89766dd92940,2024-10-02T00:00:00,2,Ярославль,9604,Эдуард,Васильев,2,Молоко 5%,4,600,shipped
72,99568ff844de419b724c9fd8118f6de6,2024-10-02T00:00:00,2,Ярославль,2919,Ольга,Орлова,10,Томаты,3,150,refunded
73,22972146c7465a6cce95b8d36ca5bea1,2024-10-02T00:00:00,1,Ростов,4513,Екатерина,Лебедева,11,Хлеб ржаной,4,80,shipped
74,02816be019bba57e576a191c1bd10bf8,2024-10-02T00:00:00,1,Ростов,8501,Геннадий,Попов,7,Средство для мытья посуды,3,600,shipped
75,51a721dba12a70c0e85b14b26de632b6,2024-10-02T00:00:00,0,Москва,7619,Анна,Егорова,2,Молоко 5%,2,300,shipped
76,d34758c68d135b9fb22292a82c1c4762,2024-10-02T00:00:00,0,Москва,2914,Ольга,Орлова,4,Сахар песок,3,150,shipped
77,e37fb7fa665b31f06a30233aa6bc572b,2024-10-02T00:00:00,2,Ярославль,4203,Сергей,Сидоров,1,Молоко 3%,4,480,shipped
78,bf73db71a11fae123b7a0848a5f60811,2024-10-02T00:00:00,0,Москва,9908,Эдуард,Новиков,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
79,826b3ad834a891f46746bfcd62d19f94,2024-10-02T00:00:00,2,Ярославль,4402,Сергей,Кузнецов,1,Молоко 3%,4,480,shipped
80,0b198c53bc90e74154bae959a03eeacc,2024-10-02T00:00:00,2,Ярославль,9217,Надежда,Морозова,8,Лампочка LED,1,300,shipped
81,6968f8bfd80540adbda3f01c2e2b5c2e,2024-10-02T00:00:00,0,Москва,9213,Надежда,Морозова,8,Лампочка LED,2,600,shipped
82,27515192f8a5b3e9a4d9e9beececf007,2024-10-02T00:00:00,1,Ростов,815,Александра,Козлова,9,Ручка шариковая,5,225,shipped
83,ec8e23ae86c3284fe12594e6c2626ea7,2024-10-02T00:00:00,0,Москва,3915,Светлана,Орлова,2,Молоко 5%,4,600,shipped
84,69c23f23636f988cff6096998b490432,2024-10-02T00:00:00,0,Москва,9606,Эдуард,Васильев,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
85,48463d1ecde344dfed4f1fd5fbf538bb,2024-10-02T00:00:00,2,Ярославль,9906,Эдуард,Новиков,2,Молоко 5%,3,450,shipped
86,fd275677fd46f29cf2a89736e9f93fa8,2024-10-02T00:00:00,1,Ростов,2,Иван,Иванов,4,Сахар песок,5,250,shipped
87,0639eaa297c4e20ef6ffcb8eb62b6142,2024-10-02T00:00:00,1,Ростов,4411,Екатерина,Алексеева,7,Средство для мытья посуды,1,200,shipped
88,fd9e6149a7c704faa3de33331fb31223,2024-10-02T00:00:00,1,Ростов,9607,Эдуард,Васильев,6,Яблоко,4,560,shipped
89,636494a29d7ae9da0f17cdfb21520617,2024-10-02T00:00:00,1,Ростов,909,Иван,Новиков,0,Молоко 1%,3,300,shipped
90,404f6835a3686396575f63a1f5721f21,2024-10-02T00:00:00,1,Ростов,7717,Анна,Павлова,4,Сахар песок,3,150,shipped
91,abf69815be502383fd855d273376355b,2024-10-02T00:00:00,0,Москва,1010,Евгения,Великая,10,Томаты,5,250,shipped
92,6c5f5b1f2121cf03e2cb9a6fd397a1ac,2024-10-02T00:00:00,0,Москва,9719,Надежда,Павлова,10,Томаты,5,250,shipped
93,b49ebd50a59a4855ef849072f9d06bc4,2024-10-02T00:00:00,2,Ярославль,4917,Екатерина,Орлова,11,Хлеб ржаной,1,20,shipped
94,b16dd29ce670e3304737c2f145ee8869,2024-10-02T00:00:00,1,Ростов,5210,Оксана,Морозова,9,Ручка шариковая,4,180,shipped
95,e1eaa5d1b64d7ecbb2459129f825bbf5,2024-10-02T00:00:00,2,Ярославль,3718,Светлана,Павлова,1,Молоко 3%,5,600,shipped
96,b08bce745e0a2173aff1151d9a13cfc9,2024-10-02T00:00:00,1,Ростов,610,Александра,Егорова,11,Хлеб ржаной,1,20,shipped
97,a9a249faf6691d43680f4cc0cc7c61be,2024-10-02T00:00:00,0,Москва,1410,Евгения,Алексеева,6,Яблоко,2,280,shipped
98,6fd083e6bcceb3051cc09f50283c5edb,2024-10-02T00:00:00,1,Ростов,6504,Алексей,Попов,2,Молоко 5%,5,750,shipped
99,24aa6e7397f21b0ee77ab41e81a60cfa,2024-10-02T00:00:00,2,Ярославль,8106,Геннадий,Петров,2,Молоко 5%,1,150,shipped
100,d62140facbfc8df5f57500b578f943cc,2024-10-02T00:00:00,0,Москва,1003,Евгений,Иванов,1,Молоко 3%,4,480,shipped
101,ee749e737aa51dadda2c61c74b0732ff,2024-10-02T00:00:00,2,Ярославль,4612,Екатерина,Егорова,9,Ручка шариковая,1,45,shipped
102,daba78a55ab2839935fc25062817bda9,2024-10-02T00:00:00,0,Москва,2302,Петр,Смирнов,9,Ручка шариковая,3,135,shipped
103,1dc0d6e8afec9fd20a1a4d6c4208f3f8,2024-10-02T00:00:00,0,Москва,812,Александра,Козлова,9,Ручка шариковая,5,225,shipped
104,3f2438652be894fc6d4d2fdf6b2afebf,2024-10-02T00:00:00,0,Москва,2417,Ольга,Алексеева,5,Яблоко молодильное,4,1600,shipped
105,ead10b544160f2a627e6afb8ea57075b,2024-10-02T00:00:00,1,Ростов,9119,Надежда,Федорова,4,Сахар песок,4,200,shipped
106,d11f02dcddfc018288e92162d7c5139f,2024-10-02T00:00:00,0,Москва,4104,Сергей,Петров,7,Средство для мытья посуды,4,800,shipped
107,3f5d3493df284d5814f6c1bd5e05a77c,2024-10-02T00:00:00,2,Ярославль,3702,Олег,Соколов,7,Средство для мытья посуды,1,200,shipped
108,21e08bd81c54d5a261c2b02b3e1a06f4,2024-10-02T00:00:00,0,Москва,3506,Олег,Попов,0,Молоко 1%,3,300,shipped
109,0b9f922b4206d66e0bda33c9d5963c5f,2024-10-02T00:00:00,2,Ярославль,3604,Олег,Васильев,7,Средство для мытья посуды,3,600,shipped
110,d6212720b24d84245b39008543cd8136,2024-10-02T00:00:00,1,Ростов,118,Александра,Федорова,10,Томаты,4,200,shipped
111,b7417ab8344f779a05bbf5aecb87ad72,2024-10-02T00:00:00,2,Ярославль,3602,Олег,Васильев,0,Молоко 1%,5,500,shipped
112,6d08c6b2466d673078fc71a5526d4dac,2024-10-02T00:00:00,1,Ростов,8815,Снежанна,Козлова,10,Томаты,1,50,shipped
113,8187bd4128e2efe18e93b658b8ed7ce2,2024-10-02T00:00:00,2,Ярославль,4008,Сергей,Иванов,2,Молоко 5%,3,450,shipped
114,31383c0bef98a87754b62b6a015cb52d,2024-10-02T00:00:00,1,Ростов,3000,Олег,Иванов,0,Молоко 1%,5,500,shipped
115,22e19ef87156622e17bacac3443bd0a6,2024-10-02T00:00:00,2,Ярославль,8906,Геннадий,Новиков,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
116,b85a683f45934dda5ce3d4358d43e0cc,2024-10-02T00:00:00,2,Ярославль,6016,Елизавета,Великая,9,Ручка шариковая,4,180,shipped
117,dd43c09f034ff5af32ad59d9ae88e6ed,2024-10-02T00:00:00,0,Москва,8208,Геннадий,Сидоров,0,Молоко 1%,2,200,shipped
118,a2c82bb2e140999f0fd1761a54945112,2024-10-02T00:00:00,1,Ростов,9804,Эдуард,Михайлов,0,Молоко 1%,1,100,shipped
119,89f97e33ccd227f68ee4ec838877e88c,2024-10-02T00:00:00,0,Москва,6616,Елизавета,Егорова,5,Яблоко молодильное,1,400,shipped
120,653e8dca5e03617082cca3550062d23d,2024-10-02T00:00:00,0,Москва,7101,Константин,Петров,11,Хлеб ржаной,4,80,shipped
121,22bf31bfa9b0cca73113109643760468,2024-10-02T00:00:00,1,Ростов,4601,Сергей,Васильев,11,Хлеб ржаной,3,60,shipped
122,35e216511690454a5ab8fa837c2a1520,2024-10-02T00:00:00,2,Ярославль,4805,Сергей,Михайлов,10,Томаты,3,150,shipped
123,f20c8595026712276a704a67db4987a7,2024-10-02T00:00:00,1,Ростов,7514,Анна,Лебедева,4,Сахар песок,2,100,shipped
124,5c33a00ad6248ec5474aa2d483c429f2,2024-10-02T00:00:00,0,Москва,6306,Алексей,Смирнов,4,Сахар песок,5,250,shipped
125,00b078916b324948835d87f51ad2bb38,2024-10-02T00:00:00,1,Ростов,4615,Екатерина,Егорова,5,Яблоко молодильное,5,2000,shipped
126,3610e578946e8bad7b8ac7d7026e1e9c,2024-10-02T00:00:00,1,Ростов,2114,Ольга,Федорова,0,Молоко 1%,4,400,shipped
127,fa6415807bc241a1104a95d4e488dad5,2024-10-02T00:00:00,0,Москва,1601,Евгений,Васильев,8,Лампочка LED,5,1500,shipped
128,37fd897fce154d57255865262e44cd16,2024-10-02T00:00:00,1,Ростов,1400,Евгений,Кузнецов,0,Молоко 1%,3,300,shipped
129,1746bfce308c75417aacf287ece52e27,2024-10-02T00:00:00,1,Ростов,3017,Светлана,Великая,0,Молоко 1%,3,300,shipped
130,46bc83cee7d9286e7f51dac3ed71e13e,2024-10-02T00:00:00,2,Ярославль,8210,Снежанна,Морозова,6,Яблоко,2,280,shipped
131,9b1089b9464f2b628f1cc95858daf601,2024-10-02T00:00:00,0,Москва,9417,Надежда,Алексеева,5,Яблоко молодильное,2,800,shipped
132,eee86a041359425ca593555a1d77a338,2024-10-02T00:00:00,0,Москва,8515,Снежанна,Лебедева,7,Средство для мытья посуды,5,1000,shipped
133,966e48c5385c462723c674965dfe0deb,2024-10-02T00:00:00,2,Ярославль,5014,Оксана,Великая,9,Ручка шариковая,1,45,shipped
134,702c549ddf31883db943b754a268e9e2,2024-10-02T00:00:00,1,Ростов,2617,Ольга,Егорова,0,Молоко 1%,3,300,shipped
135,df4da047a57e229de5b2abc9d68b872b,2024-10-02T00:00:00,2,Ярославль,8005,Геннадий,Иванов,5,Яблоко молодильное,4,1600,shipped
136,6ce7e92b052005dca0c1fa00ccfd0f6a,2024-10-02T00:00:00,2,Ярославль,3501,Олег,Попов,9,Ручка шариковая,2,90,shipped
137,041e89fd080c80ea9a5d96f3def787f7,2024-10-02T00:00:00,1,Ростов,9111,Надежда,Федорова,3,Устройство для нагревания табака Трубка Мира,1,500,shipped
138,cdcd1d240d8931368ae76b23a2b2f252,2024-10-02T00:00:00,1,Ростов,7901,Константин,Новиков,6,Яблоко,5,700,shipped
139,4eaa6d58223cedb5526b812d91a0efb5,2024-10-02T00:00:00,1,Ростов,4319,Екатерина,Волкова,7,Средство для мытья посуды,2,400,shipped
140,3604f3cc6a6ad651f86172f88b57f03a,2024-10-02T00:00:00,0,Москва,4511,Екатерина,Лебедева,9,Ручка шариковая,4,180,shipped
141,b0555652b3517c9c27552213570febdd,2024-10-02T00:00:00,0,Москва,913,Александра,Орлова,5,Яблоко молодильное,4,1600,shipped
142,0842f57817476e12f0ace1d1c0df18db,2024-10-02T00:00:00,2,Ярославль,2205,Петр,Сидоров,1,Молоко 3%,3,360,shipped
143,4dd6d6b778a4c96162a435f0f75075f7,2024-10-02T00:00:00,0,Москва,6409,Алексей,Кузнецов,5,Яблоко молодильное,3,1200,shipped
144,075e6ffff5797389d1e8b0fff6c3c68e,2024-10-02T00:00:00,1,Ростов,5809,Александр,Михайлов,6,Яблоко,2,280,shipped
145,0dca5c51c60506fa84f5ac3a6e0b9832,2024-10-02T00:00:00,1,Ростов,1901,Евгений,Новиков,10,Томаты,1,50,shipped
146,dc3efe39f7c905a70c2a52275bc2167f,2024-10-02T00:00:00,2,Ярославль,9204,Эдуард,Сидоров,1,Молоко 3%,3,360,shipped
147,1c4e35dbb8038b00dd235140250fe2e4,2024-10-02T00:00:00,2,Ярославль,7809,Константин,Михайлов,1,Молоко 3%,4,480,shipped
148,4cc50ab0dc0b3d5f282845504b29672e,2024-10-02T00:00:00,1,Ростов,3212,Светлана,Морозова,11,Хлеб ржаной,4,80,shipped
149,624cee99f74e7d728714eca84b91d936,2024-10-02T00:00:00,1,Ростов,4615,Екатерина,Егорова,3,Устройство для нагревания табака Трубка Мира,2,1000,shipped
150,94a1de76effb2422cc558f8277a1284d,2024-10-02T00:00:00,1,Ростов,2004,Петр,Иванов,1,Молоко 3%,4,480,shipped
151,2d2648b474257b4ba81b453010e5f75d,2024-10-02T00:00:00,2,Ярославль,5012,Оксана,Великая,10,Томаты,1,50,shipped
152,dd827ac12971a6423f0840cc833816b5,2024-10-02T00:00:00,0,Москва,7110,Анна,Федорова,8,Лампочка LED,2,600,shipped
153,8b14b50bdb70f7ed2259bca6c3f685f3,2024-10-02T00:00:00,1,Ростов,8110,Снежанна,Федорова,6,Яблоко,3,420,shipped
154,361f965c647dc8f304448af6faabe7c7,2024-10-02T00:00:00,2,Ярославль,3506,Олег,Попов,6,Яблоко,4,560,shipped
155,c66d5820bcfcb3f129732c12dd690531,2024-10-02T00:00:00,1,Ростов,5504,Александр,Попов,0,Молоко 1%,3,300,shipped
156,e21b86aa87064c59366205e9a85f40f6,2024-10-02T00:00:00,1,Ростов,1300,Евгений,Смирнов,9,Ручка шариковая,2,90,shipped
157,7bf863add03c81a50110718da640492e,2024-10-02T00:00:00,2,Ярославль,6401,Алексей,Кузнецов,7,Средство для мытья посуды,1,200,shipped
158,f4febce9580e90cc5bb97b960515a1dc,2024-10-02T00:00:00,1,Ростов,9310,Надежда,Волкова,0,Молоко 1%,3,300,shipped
159,bbd220c17c0eb9583db38b473304c3ff,2024-10-02T00:00:00,1,Ростов,9300,Эдуард,Смирнов,11,Хлеб ржаной,2,40,shipped
160,5c5a979480cf9e163cf6f89f0f4ae0be,2024-10-02T00:00:00,0,Москва,1617,Евгения,Егорова,0,Молоко 1%,4,400,shipped
161,f2639afe04cf11d374e07cc850e0768d,2024-10-02T00:00:00,2,Ярославль,5400,Александр,Кузнецов,10,Томаты,2,100,shipped
162,4c8cd51af21a6ae7307667d5a38e03c0,2024-10-02T00:00:00,1,Ростов,6812,Елизавета,Козлова,0,Молоко 1%,3,300,shipped
163,456892997b13b6e59753eb3348176ae7,2024-10-02T00:00:00,2,Ярославль,1800,Евгений,Михайлов,6,Яблоко,2,280,shipped
164,63b85cd9472e57d9f388385727f2cb8b,2024-10-02T00:00:00,0,Москва,608,Иван,Васильев,0,Молоко 1%,1,100,refunded
165,e3c024d1398d20691b5254a5857ecf24,2024-10-02T00:00:00,0,Москва,8312,Снежанна,Волкова,4,Сахар песок,5,250,shipped
166,252839895b8ea89d372123e745a3e56a,2024-10-02T00:00:00,0,Москва,5415,Оксана,Алексеева,11,Хлеб ржаной,3,60,shipped
167,afd4127a6e6cf9bd66256f1cb268d5a0,2024-10-02T00:00:00,0,Москва,5506,Александр,Попов,9,Ручка шариковая,1,45,shipped
168,520892fd696411709b84f31867d29436,2024-10-02T00:00:00,2,Ярославль,3809,Олег,Михайлов,2,Молоко 5%,3,450,shipped
169,6c9df42de4a0a48cc1765fc8c97ace57,2024-10-02T00:00:00,0,Москва,1601,Евгений,Васильев,9,Ручка шариковая,2,90,refunded
170,bef55a99f975b907711a9f13b1a5caf9,2024-10-02T00:00:00,2,Ярославль,606,Иван,Васильев,7,Средство для мытья посуды,5,1000,shipped
171,efc724af6a01ca8979a529673f919297,2024-10-02T00:00:00,2,Ярославль,2602,Петр,Васильев,5,Яблоко молодильное,3,1200,shipped
172,f66de414a0d812cdd09e9ca0777aacbf,2024-10-02T00:00:00,2,Ярославль,3218,Светлана,Морозова,11,Хлеб ржаной,2,40,shipped
173,4112c788d92c7076aa360f1fd45a9340,2024-10-02T00:00:00,2,Ярославль,5707,Александр,Соколов,7,Средство для мытья посуды,3,600,shipped
174,eb5ff5a7f4317f958bde79bff02a8e16,2024-10-02T00:00:00,2,Ярославль,1507,Евгений,Попов,5,Яблоко молодильное,4,1600,shipped
175,412ccab8c053582f7e18129ed86dc0cb,2024-10-02T00:00:00,0,Москва,5605,Александр,Васильев,4,Сахар песок,1,50,shipped
176,8e4ae6cba1146df4e749d91348897589,2024-10-02T00:00:00,0,Москва,2400,Петр,Кузнецов,8,Лампочка LED,5,1500,shipped
177,c087e4f7ab3d04180091d253ef47e6c8,2024-10-02T00:00:00,0,Москва,2319,Ольга,Волкова,6,Яблоко,1,140,shipped
178,6e73c7cb4a6927e8c59c9f65924250e0,2024-10-02T00:00:00,1,Ростов,1302,Евгений,Смирнов,11,Хлеб ржаной,2,40,shipped
179,b0d01df3418bc8a76e94057dcdf23ea5,2024-10-02T00:00:00,2,Ярославль,3902,Олег,Новиков,7,Средство для мытья посуды,4,800,shipped
180,51cb19c198c5eaffd7a4b76712fb9ee3,2024-10-02T00:00:00,1,Ростов,3915,Светлана,Орлова,3,Устройство для нагревания табака Трубка Мира,4,2000,shipped
181,35f8be38371cd0dfed61a868c017e07d,2024-10-02T00:00:00,2,Ярославль,7608,Константин,Васильев,2,Молоко 5%,5,750,shipped
182,9a3a49eb4f288fc7f83ed32c99cc2150,2024-10-02T00:00:00,1,Ростов,5405,Александр,Кузнецов,11,Хлеб ржаной,5,100,refunded
